Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;10;male;1;Halb-Coop;0,00;1,99;1,99;False;+1;False
1;10;male;1;Halb-Coop;1,99;3,66;1,67;False;+1;False
2;10;male;1;Halb-Coop;3,66;6,09;2,43;False;+1;False
3;10;male;1;Halb-Coop;6,09;7,63;1,54;False;+1;False
4;10;male;1;Halb-Coop;7,63;8,85;1,22;False;+1;False
5;10;male;1;Halb-Coop;8,85;9,83;0,99;False;+1;False
6;10;male;1;Halb-Coop;9,83;11,30;1,47;False;+1;False
7;10;male;1;Halb-Coop;11,30;13,45;2,15;False;+1;False
8;10;male;1;Halb-Coop;13,45;16,79;3,34;False;+1;False
9;10;male;1;Halb-Coop;16,79;19,29;2,50;False;+1;False
10;10;male;1;Halb-Coop;19,29;21,50;2,21;False;+1;False
11;10;male;1;Halb-Coop;21,50;24,20;2,70;False;+1;False
12;10;male;1;Halb-Coop;24,20;25,46;1,26;False;+1;False
13;10;male;1;Halb-Coop;25,46;26,39;0,93;False;+1;False
14;10;male;1;Halb-Coop;26,39;27,54;1,15;False;+1;False
15;10;male;1;Halb-Coop;27,54;28,54;1,00;False;+1;False
16;10;male;1;Halb-Coop;28,54;31,22;2,68;False;+1;False
17;10;male;1;Halb-Coop;31,22;33,19;1,97;False;+1;False
18;10;male;1;Halb-Coop;33,19;34,66;1,47;False;+1;False
19;10;male;1;Halb-Coop;34,66;36,33;1,67;False;+1;False
20;10;male;1;Halb-Coop;36,33;37,85;1,53;False;+1;False
21;10;male;1;Halb-Coop;37,85;39,23;1,38;False;+1;False
22;10;male;1;Halb-Coop;39,23;41,10;1,86;False;+1;False
23;10;male;1;Halb-Coop;41,10;44,38;3,28;False;0;False
24;10;male;1;Halb-Coop;44,38;48,29;3,91;True;+1;False
25;10;male;1;Halb-Coop;48,29;49,84;1,56;True;+1;False
26;10;male;1;Halb-Coop;49,84;51,12;1,28;True;+1;False
27;10;male;1;Halb-Coop;51,12;52,27;1,15;False;+1;False
28;10;male;1;Halb-Coop;52,27;53,85;1,58;False;+1;False
29;10;male;1;Halb-Coop;53,85;55,17;1,32;False;+1;False
30;10;male;1;Halb-Coop;55,17;57,85;2,67;True;+1;False
31;10;male;1;Halb-Coop;57,85;58,93;1,09;True;+1;False
32;10;male;1;Halb-Coop;58,93;60,19;1,26;False;+1;False
33;10;male;1;Halb-Coop;60,19;62,74;2,55;True;+1;False
34;10;male;1;Halb-Coop;62,74;64,11;1,37;True;+1;False
35;10;male;1;Halb-Coop;64,11;65,10;0,99;False;+1;False
36;10;male;1;Halb-Coop;65,10;66,15;1,05;False;+1;False
37;10;male;1;Halb-Coop;66,15;67,51;1,36;False;+1;False
38;10;male;1;Halb-Coop;67,51;68,45;0,94;False;+1;False
39;10;male;1;Halb-Coop;68,45;72,78;4,34;True;+1;False
40;10;male;1;Halb-Coop;72,78;74,54;1,76;True;+1;False
41;10;male;1;Halb-Coop;74,54;77,10;2,56;True;+1;False
42;10;male;1;Halb-Coop;77,10;78,47;1,37;True;+1;False
43;10;male;1;Halb-Coop;78,47;82,09;3,61;True;+1;False
44;10;male;1;Halb-Coop;82,09;83,15;1,07;True;+1;False
45;10;male;1;Halb-Coop;83,15;84,64;1,49;True;+1;False
46;10;male;1;Halb-Coop;84,64;86,30;1,66;True;+1;False
47;10;male;1;Halb-Coop;86,30;88,26;1,97;True;+1;False
48;10;male;1;Halb-Coop;88,26;91,24;2,97;True;+1;False
49;10;male;1;Halb-Coop;91,24;93,41;2,17;True;+1;False
50;10;male;1;Halb-Coop;93,41;95,44;2,03;True;+1;False
51;10;male;1;Halb-Coop;95,44;96,63;1,19;True;+1;False
52;10;male;1;Halb-Coop;96,63;97,91;1,28;True;+1;False
53;10;male;1;Halb-Coop;97,91;99,61;1,70;True;+1;False
54;10;male;1;Halb-Coop;99,61;100,87;1,26;True;+1;False
55;10;male;1;Halb-Coop;100,87;102,28;1,41;True;+1;False
56;10;male;1;Halb-Coop;102,28;103,76;1,49;True;+1;False
57;10;male;1;Halb-Coop;103,76;105,31;1,54;True;+1;False
58;10;male;1;Halb-Coop;105,31;108,46;3,15;True;+1;False
59;10;male;1;Halb-Coop;108,46;109,94;1,48;True;+1;False
60;10;male;1;Halb-Coop;109,94;111,19;1,26;True;+1;False
61;10;male;1;Halb-Coop;111,19;112,57;1,38;True;+1;False
62;10;male;1;Halb-Coop;112,57;114,92;2,35;True;+1;False
63;10;male;1;Halb-Coop;114,92;116,12;1,19;True;+1;False
64;10;male;1;Halb-Coop;116,12;117,58;1,46;True;+1;False
65;10;male;1;Halb-Coop;117,58;118,72;1,14;True;+1;False
