Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;1;male;2;Halb-Coop;0,00;1,68;1,67;False;+1;False
1;1;male;2;Halb-Coop;2,28;3,83;1,55;False;+1;False
2;1;male;2;Halb-Coop;4,43;6,08;1,64;False;+1;False
3;1;male;2;Halb-Coop;6,68;7,97;1,28;False;+1;False
4;1;male;2;Halb-Coop;8,57;10,20;1,63;False;+1;False
5;1;male;2;Halb-Coop;10,80;12,45;1,65;False;+1;False
6;1;male;2;Halb-Coop;13,06;14,51;1,45;False;+1;False
7;1;male;2;Halb-Coop;15,12;16,45;1,33;False;+1;False
8;1;male;2;Halb-Coop;17,05;18,16;1,11;False;+1;False
9;1;male;2;Halb-Coop;18,76;20,42;1,66;False;+1;False
10;1;male;2;Halb-Coop;21,03;22,36;1,33;False;+1;False
11;1;male;2;Halb-Coop;22,96;24,10;1,14;False;+1;False
12;1;male;2;Halb-Coop;24,71;26,28;1,57;False;+1;False
13;1;male;2;Halb-Coop;26,88;28,20;1,32;False;+1;False
14;1;male;2;Halb-Coop;28,80;30,82;2,02;False;+1;False
15;1;male;2;Halb-Coop;31,43;32,81;1,39;False;+1;False
16;1;male;2;Halb-Coop;33,42;35,11;1,69;False;+1;False
17;1;male;2;Halb-Coop;35,72;37,03;1,31;False;+1;False
18;1;male;2;Halb-Coop;37,63;38,74;1,11;False;+1;False
19;1;male;2;Halb-Coop;39,34;40,62;1,27;False;+1;False
20;1;male;2;Halb-Coop;41,22;43,03;1,81;False;+1;False
21;1;male;2;Halb-Coop;43,63;45,16;1,52;False;+1;False
22;1;male;2;Halb-Coop;45,76;47,09;1,32;False;+1;False
23;1;male;2;Halb-Coop;47,69;49,40;1,71;False;+1;False
24;1;male;2;Halb-Coop;50,00;53,67;3,67;False;+1;False
25;1;male;2;Halb-Coop;54,28;57,09;2,81;False;+1;False
26;1;male;2;Halb-Coop;57,69;59,25;1,56;False;+1;False
27;1;male;2;Halb-Coop;59,86;60,93;1,07;False;+1;False
28;1;male;2;Halb-Coop;61,53;62,77;1,24;False;+1;False
29;1;male;2;Halb-Coop;63,37;64,98;1,61;False;+1;False
30;1;male;2;Halb-Coop;65,58;66,82;1,24;False;+1;False
31;1;male;2;Halb-Coop;67,43;68,59;1,16;False;+1;False
32;1;male;2;Halb-Coop;69,19;70,42;1,23;False;+1;False
33;1;male;2;Halb-Coop;71,03;72,27;1,24;False;+1;False
34;1;male;2;Halb-Coop;72,88;74,18;1,31;False;+1;False
35;1;male;2;Halb-Coop;74,78;75,83;1,05;False;+1;False
36;1;male;2;Halb-Coop;76,43;77,62;1,18;False;+1;False
37;1;male;2;Halb-Coop;78,22;79,58;1,36;False;+1;False
38;1;male;2;Halb-Coop;80,19;81,17;0,98;False;+1;False
39;1;male;2;Halb-Coop;81,77;83,33;1,56;False;+1;False
40;1;male;2;Halb-Coop;83,93;85,31;1,38;False;+1;False
41;1;male;2;Halb-Coop;85,91;87,37;1,45;False;+1;False
42;1;male;2;Halb-Coop;87,97;89,21;1,24;False;+1;False
43;1;male;2;Halb-Coop;89,81;92,50;2,69;False;+1;False
44;1;male;2;Halb-Coop;93,11;94,38;1,28;False;+1;False
45;1;male;2;Halb-Coop;94,99;96,52;1,53;False;+1;False
46;1;male;2;Halb-Coop;97,12;98,38;1,26;False;+1;False
47;1;male;2;Halb-Coop;98,98;100,15;1,17;False;+1;False
48;1;male;2;Halb-Coop;100,75;102,58;1,83;False;+1;False
49;1;male;2;Halb-Coop;103,19;104,96;1,77;False;+1;False
50;1;male;2;Halb-Coop;105,56;106,71;1,14;False;+1;False
51;1;male;2;Halb-Coop;107,31;108,49;1,18;False;+1;False
52;1;male;2;Halb-Coop;109,09;110,44;1,35;False;+1;False
53;1;male;2;Halb-Coop;111,05;112,11;1,07;False;+1;False
54;1;male;2;Halb-Coop;112,72;114,19;1,47;False;+1;False
55;1;male;2;Halb-Coop;114,80;116,26;1,46;False;+1;False
56;1;male;2;Halb-Coop;116,87;118,35;1,48;False;+1;False
