Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;2;male;2;Halb-Coop;0,00;2,86;2,86;True;+1;False
1;2;male;2;Halb-Coop;2,86;4,39;1,53;True;+1;False
2;2;male;2;Halb-Coop;4,39;5,83;1,44;False;+1;False
3;2;male;2;Halb-Coop;5,83;6,77;0,94;False;+1;False
4;2;male;2;Halb-Coop;6,77;8,97;2,20;False;+1;False
5;2;male;2;Halb-Coop;8,97;10,95;1,98;False;+1;False
6;2;male;2;Halb-Coop;10,95;12,84;1,89;False;+1;False
7;2;male;2;Halb-Coop;12,84;14,51;1,67;False;+1;False
8;2;male;2;Halb-Coop;14,51;15,88;1,37;False;+1;False
9;2;male;2;Halb-Coop;15,88;17,22;1,34;False;+1;False
10;2;male;2;Halb-Coop;17,22;18,97;1,74;False;+1;False
11;2;male;2;Halb-Coop;18,97;19,98;1,02;False;+1;False
12;2;male;2;Halb-Coop;19,98;21,40;1,42;False;+1;False
13;2;male;2;Halb-Coop;21,40;22,51;1,11;False;+1;False
14;2;male;2;Halb-Coop;22,51;24,13;1,62;False;+1;False
15;2;male;2;Halb-Coop;24,13;25,22;1,09;False;+1;False
16;2;male;2;Halb-Coop;25,22;26,48;1,26;False;+1;False
17;2;male;2;Halb-Coop;26,48;27,84;1,36;False;+1;False
18;2;male;2;Halb-Coop;27,84;29,16;1,32;False;+1;False
19;2;male;2;Halb-Coop;29,16;30,27;1,11;False;+1;False
20;2;male;2;Halb-Coop;30,27;31,67;1,40;False;+1;False
21;2;male;2;Halb-Coop;31,67;34,04;2,38;False;+1;False
22;2;male;2;Halb-Coop;34,04;35,73;1,68;False;+1;False
23;2;male;2;Halb-Coop;35,73;37,27;1,55;False;+1;False
24;2;male;2;Halb-Coop;37,27;38,73;1,46;False;+1;False
25;2;male;2;Halb-Coop;38,73;40,00;1,27;False;+1;False
26;2;male;2;Halb-Coop;40,00;42,42;2,41;False;+1;False
27;2;male;2;Halb-Coop;42,42;43,35;0,94;False;+1;False
28;2;male;2;Halb-Coop;43,35;44,62;1,26;False;+1;False
29;2;male;2;Halb-Coop;44,62;46,73;2,11;False;+1;False
30;2;male;2;Halb-Coop;46,73;47,93;1,21;False;+1;False
31;2;male;2;Halb-Coop;47,93;49,22;1,29;False;+1;False
32;2;male;2;Halb-Coop;49,22;50,30;1,08;False;+1;False
33;2;male;2;Halb-Coop;50,30;51,97;1,67;False;+1;False
34;2;male;2;Halb-Coop;51,97;53,40;1,42;False;+1;False
35;2;male;2;Halb-Coop;53,40;54,45;1,06;False;+1;False
36;2;male;2;Halb-Coop;54,45;56,20;1,75;False;+1;False
37;2;male;2;Halb-Coop;56,20;57,77;1,57;False;+1;False
38;2;male;2;Halb-Coop;57,77;58,92;1,15;False;+1;False
39;2;male;2;Halb-Coop;58,92;60,51;1,59;False;+1;False
40;2;male;2;Halb-Coop;60,51;62,02;1,51;False;+1;False
41;2;male;2;Halb-Coop;62,02;63,62;1,60;False;+1;False
42;2;male;2;Halb-Coop;63,62;65,34;1,73;False;+1;False
43;2;male;2;Halb-Coop;65,34;66,52;1,18;False;+1;False
44;2;male;2;Halb-Coop;66,52;68,38;1,86;False;+1;False
45;2;male;2;Halb-Coop;68,38;70,02;1,64;False;+1;False
46;2;male;2;Halb-Coop;70,02;71,58;1,56;False;+1;False
47;2;male;2;Halb-Coop;71,58;72,83;1,25;False;+1;False
48;2;male;2;Halb-Coop;72,83;75,25;2,42;False;+1;False
49;2;male;2;Halb-Coop;75,25;79,14;3,88;False;+1;False
50;2;male;2;Halb-Coop;79,14;80,66;1,52;False;+1;False
51;2;male;2;Halb-Coop;80,66;81,94;1,28;False;+1;False
52;2;male;2;Halb-Coop;81,94;85,27;3,34;False;+1;False
53;2;male;2;Halb-Coop;85,27;87,08;1,80;False;+1;False
54;2;male;2;Halb-Coop;87,08;88,34;1,26;False;+1;False
55;2;male;2;Halb-Coop;88,34;89,78;1,44;False;+1;False
56;2;male;2;Halb-Coop;89,78;91,30;1,52;False;+1;False
57;2;male;2;Halb-Coop;91,30;92,45;1,15;False;+1;False
58;2;male;2;Halb-Coop;92,45;93,90;1,45;False;+1;False
59;2;male;2;Halb-Coop;93,90;94,84;0,94;False;+1;False
60;2;male;2;Halb-Coop;94,84;98,70;3,86;False;+1;False
61;2;male;2;Halb-Coop;98,70;100,96;2,27;False;+1;False
62;2;male;2;Halb-Coop;100,96;102,51;1,54;False;+1;False
63;2;male;2;Halb-Coop;102,51;104,52;2,02;False;+1;False
64;2;male;2;Halb-Coop;104,52;105,88;1,36;False;+1;False
65;2;male;2;Halb-Coop;105,88;108,03;2,15;False;+1;False
66;2;male;2;Halb-Coop;108,03;109,98;1,94;False;+1;False
67;2;male;2;Halb-Coop;109,98;111,33;1,35;False;+1;False
68;2;male;2;Halb-Coop;111,33;112,61;1,28;False;+1;False
69;2;male;2;Halb-Coop;112,61;114,19;1,59;False;+1;False
70;2;male;2;Halb-Coop;114,19;116,22;2,03;False;+1;False
71;2;male;2;Halb-Coop;116,22;118,16;1,94;False;+1;False
72;2;male;2;Halb-Coop;118,16;119,69;1,53;False;+1;False
