Task ID;Participant ID;Gender;Turn;Modus;TimestampStart;TimestampEnd;Duration;Behind;Point;Supervisor
0;18;male;4;Halb-Coop;0,00;1,37;1,37;True;+1;False
1;18;male;4;Halb-Coop;1,37;2,29;0,92;False;+1;False
2;18;male;4;Halb-Coop;2,29;3,96;1,67;False;+1;False
3;18;male;4;Halb-Coop;3,96;7,91;3,95;True;+1;False
4;18;male;4;Halb-Coop;7,91;9,50;1,59;True;+1;False
5;18;male;4;Halb-Coop;9,50;11,18;1,68;True;+1;False
6;18;male;4;Halb-Coop;11,18;12,29;1,11;False;+1;False
7;18;male;4;Halb-Coop;12,29;13,73;1,45;False;+1;False
8;18;male;4;Halb-Coop;13,73;15,16;1,43;False;+1;False
9;18;male;4;Halb-Coop;15,16;16,16;1,00;False;+1;False
10;18;male;4;Halb-Coop;16,16;17,38;1,22;False;+1;False
11;18;male;4;Halb-Coop;17,38;19,28;1,90;False;+1;False
12;18;male;4;Halb-Coop;19,28;20,27;0,99;False;+1;False
13;18;male;4;Halb-Coop;20,27;22,21;1,93;False;+1;False
14;18;male;4;Halb-Coop;22,21;23,73;1,52;False;+1;False
15;18;male;4;Halb-Coop;23,73;25,03;1,30;False;+1;False
16;18;male;4;Halb-Coop;25,03;26,26;1,24;False;+1;False
17;18;male;4;Halb-Coop;26,26;27,65;1,38;False;+1;False
18;18;male;4;Halb-Coop;27,65;28,66;1,01;False;+1;False
19;18;male;4;Halb-Coop;28,66;30,01;1,35;False;+1;False
20;18;male;4;Halb-Coop;30,01;31,41;1,41;False;+1;False
21;18;male;4;Halb-Coop;31,41;33,51;2,10;False;+1;False
22;18;male;4;Halb-Coop;33,51;34,92;1,41;False;+1;False
23;18;male;4;Halb-Coop;34,92;36,02;1,10;False;+1;False
24;18;male;4;Halb-Coop;36,02;37,75;1,73;False;+1;False
25;18;male;4;Halb-Coop;37,75;38,84;1,09;False;+1;False
26;18;male;4;Halb-Coop;38,84;40,09;1,25;False;+1;False
27;18;male;4;Halb-Coop;40,09;41,58;1,49;False;+1;False
28;18;male;4;Halb-Coop;41,58;42,83;1,25;False;+1;False
29;18;male;4;Halb-Coop;42,83;44,25;1,42;False;+1;False
30;18;male;4;Halb-Coop;44,25;45,99;1,74;False;+1;False
31;18;male;4;Halb-Coop;45,99;47,00;1,01;False;+1;False
32;18;male;4;Halb-Coop;47,00;48,34;1,34;False;+1;False
33;18;male;4;Halb-Coop;48,34;49,93;1,59;False;+1;False
34;18;male;4;Halb-Coop;49,93;51,23;1,29;False;+1;False
35;18;male;4;Halb-Coop;51,23;52,99;1,77;False;+1;False
36;18;male;4;Halb-Coop;52,99;54,77;1,78;False;-1;False
37;18;male;4;Halb-Coop;54,77;56,24;1,46;True;+1;False
38;18;male;4;Halb-Coop;56,24;57,64;1,40;True;+1;False
39;18;male;4;Halb-Coop;57,64;58,99;1,35;True;+1;False
40;18;male;4;Halb-Coop;58,99;60,38;1,39;True;+1;False
41;18;male;4;Halb-Coop;60,38;61,75;1,37;True;+1;False
42;18;male;4;Halb-Coop;61,75;62,86;1,11;True;+1;False
43;18;male;4;Halb-Coop;62,86;64,18;1,32;True;+1;False
44;18;male;4;Halb-Coop;64,18;65,86;1,68;True;+1;False
45;18;male;4;Halb-Coop;65,86;67,48;1,62;True;-1;False
46;18;male;4;Halb-Coop;67,48;68,84;1,36;True;+1;False
47;18;male;4;Halb-Coop;68,84;70,38;1,54;True;+1;False
48;18;male;4;Halb-Coop;70,38;71,80;1,42;True;+1;False
49;18;male;4;Halb-Coop;71,80;73,15;1,35;True;+1;False
50;18;male;4;Halb-Coop;73,15;74,67;1,52;True;+1;False
51;18;male;4;Halb-Coop;74,67;76,65;1,98;True;+1;False
52;18;male;4;Halb-Coop;76,65;78,28;1,64;True;+1;False
53;18;male;4;Halb-Coop;78,28;79,81;1,52;True;+1;False
54;18;male;4;Halb-Coop;79,81;81,06;1,25;True;+1;False
55;18;male;4;Halb-Coop;81,06;82,50;1,44;True;+1;False
56;18;male;4;Halb-Coop;82,50;84,03;1,54;True;+1;False
57;18;male;4;Halb-Coop;84,03;85,64;1,61;True;+1;False
58;18;male;4;Halb-Coop;85,64;86,94;1,30;True;+1;False
59;18;male;4;Halb-Coop;86,94;87,92;0,98;True;+1;False
60;18;male;4;Halb-Coop;87,92;89,66;1,74;True;+1;False
61;18;male;4;Halb-Coop;89,66;90,93;1,28;True;+1;False
62;18;male;4;Halb-Coop;90,93;92,65;1,71;True;+1;False
63;18;male;4;Halb-Coop;92,65;94,18;1,53;True;+1;False
64;18;male;4;Halb-Coop;94,18;95,60;1,42;True;+1;False
65;18;male;4;Halb-Coop;95,60;96,58;0,98;True;+1;False
66;18;male;4;Halb-Coop;96,58;97,63;1,05;True;+1;False
67;18;male;4;Halb-Coop;97,63;98,56;0,93;True;+1;False
68;18;male;4;Halb-Coop;98,56;99,95;1,39;True;-1;False
69;18;male;4;Halb-Coop;99,95;102,94;3,00;True;+1;False
70;18;male;4;Halb-Coop;102,94;103,86;0,92;True;+1;False
71;18;male;4;Halb-Coop;103,86;105,62;1,76;True;+1;False
72;18;male;4;Halb-Coop;105,62;106,86;1,24;True;+1;False
73;18;male;4;Halb-Coop;106,86;108,27;1,42;True;+1;False
74;18;male;4;Halb-Coop;108,27;110,05;1,77;True;+1;False
75;18;male;4;Halb-Coop;110,05;111,30;1,26;True;+1;False
76;18;male;4;Halb-Coop;111,30;112,75;1,45;True;+1;False
77;18;male;4;Halb-Coop;112,75;114,18;1,43;True;+1;False
78;18;male;4;Halb-Coop;114,18;115,54;1,36;True;+1;False
79;18;male;4;Halb-Coop;115,54;116,65;1,11;True;+1;False
80;18;male;4;Halb-Coop;116,65;117,62;0,97;True;-1;False
81;18;male;4;Halb-Coop;117,62;118,91;1,29;True;+1;False
